finess;finess_geographique;acte_ccam_phase;nombre_d_actes;duree_moyenne_de_sejour_dms;nombre_sejour_ambulatoire;annee;acte;phase;code_regroupement;regroupement;libelle;tarif_secteur_1_adherent_optam_optam_co;tarif_hors_secteur_1_hors_adherent_optam_optam_co;remboursement_sous_conditions;accord_prealable;tm_exoneration;libelle_mft;siren;telephone;epci;coordonnees;raison_sociale;code_ape;statut_juridique;adresse;raison_sociale_longue;departement;code_insee;siret;type_d_etablissement;commune;region;categorie_d_etablissement;proportion_actes_ambulatoires
2A0000139;2A0000139;JANM0010;323.0;0.392523364486;278;2016;JANM001;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Lithotritie extracorporelle du rein, avec guidage radiologique;250.8;250.8;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;86.0681114551
2A0000139;2A0000139;ZZQX2170;117.0;0.384615384615;109;2016;ZZQX217;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de biopsies d'une structure anatomique avec cartographie;84.69;84.69;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;93.1623931624
2A0000154;2A0000154;ACQN0010;52.0;9.901960784309999;14;2016;ACQN001;0;ADI;Actes d'imagerie;Remnographie [IRM] du crâne et de son contenu, sans injection intraveineuse de produit de contraste;69.0;69.0;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;26.9230769231
2A0000139;;HHQE0050;1554.0;0.30406714008999997;1409;2017;HHQE005;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Coloscopie totale avec visualisation du bas-fond cæcal, sans franchissement de l'orifice iléocolique;153.6;153.6;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;90.6692406692
2B0000079;2B0000079;CAMA0130;23.0;0.0434782608696;22;2016;CAMA013;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Plastie bilatérale d'oreille décollée;236.81;190.01;RC;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;95.652173913
2A0000139;;ZZQX0680;445.0;0.322072072072;402;2017;ZZQX068;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de biopsies étagées de 3 structures anatomiques;107.89;107.89;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;90.3370786517
2A0000139;2A0000139;HMQJ0010;251.0;1.62948207171;188;2016;HMQJ001;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Échoendoscopie biliopancréatique sans biopsie;245.94;245.94;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;74.9003984064
2B0000392;2B0000392;LMMA0090;33.0;2.51515151515;.;2015;LMMA009;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Cure de hernie de la paroi abdominale antérieure après l'âge de 16 ans sans pose de prothèse, par abord direct;201.87;201.87;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;DEKA0010;22.0;1.72727272727;.;2016;DEKA001;0;ADC;Actes de chirurgie;Changement d'un générateur souscutané de stimulation cardiaque implantable;118.18;118.18;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;;AHPA0090;52.0;0.134615384615;48;2017;AHPA009;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Libération du nerf médian au canal carpien, par abord direct;104.5;104.5;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;92.3076923077
2A0000154;;QZJA0220;29.0;0.07407407407410001;25;2017;QZJA022;0;ADC;Actes de chirurgie;Parage et/ou suture d'une plaie pulpo-unguéale;80.83;64.44;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;86.2068965517
2A0000139;;BAEA0020;14.0;0.0;14;2017;BAEA002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Repositionnement du bord libre de la paupière, avec autogreffe ou lambeau;215.76;204.15;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2A0000139;2A0000139;FAFA0150;20.0;2.15;.;2015;FAFA015;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Amygdalectomie par dissection, avec adénoïdectomie;91.63;88.26;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;YYYY0150;985.0;10.0147058824;.;2016;YYYY015;0;ATM;Actes techniques médicaux (hors imagerie);Forfait de réanimation niveau A;96.0;96.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;NBCA0100;11.0;8.45454545455;.;2015;NBCA010;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Ostéosynthèse de fracture extracapsulaire du col du fémur;374.48;374.48;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;EJGA0020;108.0;0.641509433962;50;2016;EJGA002;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Extraction [Stripping] de la grande veine saphène, par abord direct;167.2;167.2;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;46.2962962963
2A0000139;2A0000139;QEMA0130;34.0;1.64705882353;.;2016;QEMA013;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Mastoplastie bilatérale de réduction;408.38;368.53;RC;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;ZCQK0020;635.0;4.76748971193;21;2016;ZCQK002;0;ADI;Actes d'imagerie;Radiographie de l'abdomen sans préparation;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;3.30708661417
2A0000139;2A0000139;JDFE0030;168.0;3.89285714286;.;2015;JDFE003;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Résection du col de la vessie, par endoscopie;281.29;281.29;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;EPLF0020;18.0;13.6666666667;.;2017;EPLF002;0;ATM;Actes techniques médicaux (hors imagerie);Pose d'un cathéter veineux central, par voie transcutanée;63.2;60.85;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;HDQE0010;11.0;0.0;11;2015;HDQE001;0;ATM/ADA;Actes techniques médicaux (hors imagerie)/Actes d'anesthésie;Orohypopharyngoscopie avec laryngoscopie directe;82.39;71.98;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2B0000079;2B0000079;ZZLP0420;493.0;0.00405679513184;492;2015;ZZLP042;0;ADA/ADA;Actes d'anesthésie/Actes d'anesthésie;Anesthésie générale ou locorégionale complémentaire niveau 4;;;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;99.7971602434
2B0000392;2B0000392;LFQK0010;13.0;6.0;.;2015;LFQK001;0;ADI;Actes d'imagerie;Radiographie du segment lombal de la colonne vertébrale selon 4 incidences ou plus;46.42;46.42;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;EGFA0020;41.0;4.26829268293;.;2017;EGFA002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Hémorroïdectomie pédiculaire par résection sousmuqueuse avec anoplastie muqueuse postérieure et sphinctérotomie [léiomyotomie] interne;219.08;192.9;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;LMMC0020;14.0;3.35714285714;.;2015;LMMC002;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Cure unilatérale d'une hernie de l'aine avec pose de prothèse, par vidéochirurgie;227.59;216.79;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;QZQM0010;32.0;9.15625;17;2016;QZQM001;0;ADE;Acte d'échographie;Échographie de la peau, des ongles et/ou des tissus mous;37.8;37.8;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;53.125
2A0000139;2A0000139;EZAF0010;13.0;1.53846153846;.;2015;EZAF001;0;ATM/ADA;Actes techniques médicaux (hors imagerie)/Actes d'anesthésie;Dilatation intraluminale d'un accès vasculaire artérioveineux d'un membre sans pose d'endoprothèse, par voie vasculaire transcutanée;209.0;209.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;;FAFA0060;22.0;1.72727272727;.;2017;FAFA006;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Amygdalectomie par dissection, avec adénoïdectomie et myringotomie unilatérale ou bilatérale;112.4;112.4;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;HHQE0040;65.0;3.6;33;2015;HHQE004;0;ATM/ADA;Actes techniques médicaux (hors imagerie)/Actes d'anesthésie;Coloscopie partielle au delà du côlon sigmoïde;73.54;73.54;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;50.7692307692
2A0000139;2A0000139;HMGE0020;53.0;6.32075471698;.;2015;HMGE002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ablation de calcul de la voie biliaire principale, par œso-gastro-duodénoscopie;330.2;330.2;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;ZZQX1880;86.0;0.174418604651;74;2015;ZZQX188;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique de pièce d'exérèse monobloc ou en fragments non différenciés, d'une structure anatomique;34.52;34.52;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;86.0465116279
2A0000154;2A0000154;ZBQH0010;185.0;9.34482758621;11;2015;ZBQH001;0;ADI;Actes d'imagerie;Scanographie du thorax, avec injection intraveineuse de produit de contraste;25.27;25.27;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;5.94594594595
2B0000392;;HHQX0050;365.0;0.438016528926;303;2017;HHQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de 1 ou 2 lésions du côlon et/ou du rectum;51.53;51.53;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;83.0136986301
2A0000154;2A0000154;HHFE0020;188.0;0.292553191489;173;2016;HHFE002;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Exérèse de 1 à 3 polypes de moins de 1cm de diamètre du côlon et/ou du rectum, par coloscopie totale;192.0;192.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;92.0212765957
2A0000139;2A0000139;JCGE0060;323.0;1.5548589341699999;130;2016;JCGE006;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Ablation et/ou fragmentation de calcul de l'uretère lombal, par urétéroscopie rétrograde;392.08;327.99;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;40.2476780186
2A0000139;2A0000139;JANM0020;321.0;0.385579937304;277;2016;JANM002;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Lithotritie extracorporelle du rein, avec guidage échographique;250.8;250.8;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;86.292834891
2B0000392;2B0000392;ZCQD0010;11.0;4.3636363636399995;.;2016;ZCQD001;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Examen clinique du petit bassin [pelvis] et du périnée féminins, sous anesthésie générale;42.9;36.23;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;QZMA0010;116.0;0.019047619047600002;103;2016;QZMA001;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;"Réparation de perte de substance par lambeau local ou régional muqueux, cutané ou fasciocutané, à pédicule vasculonerveux non individualisé ou non individualisable [lambeau ""au hasard""], en dehors de l'extrémité céphalique";175.12;155.12;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;88.7931034483
2A0000139;2A0000139;EBFA0120;11.0;5.72727272727;.;2016;EBFA012;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Thromboendartériectomie de la bifurcation carotidienne sans angioplastie d'élargissement, par cervicotomie sans dérivation vasculaire;627.0;627.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;;ZZQX0450;34.0;4.08823529412;12;2017;ZZQX045;0;ATM;Actes techniques médicaux (hors imagerie);Examen immunocytochimique ou immunohistochimique de prélèvement cellulaire ou tissulaire fixé avec 3 à 5 anticorps, avec quantification du signal pour chaque anticorps;83.0;83.0;;;;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;35.2941176471
2B0000392;;QBFA0070;27.0;1.0740740740699999;.;2017;QBFA007;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Excision d'un sinus pilonidal périnéofessier;125.4;125.4;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;JLCA0070;12.0;1.5;.;2017;JLCA007;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Colpopérinéorraphie antérieure;184.76;142.27;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;NEKA0110;20.0;10.5;.;2015;NEKA011;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Remplacement de l'articulation coxofémorale par prothèse fémorale cervicocéphalique et cupule mobile;459.8;459.8;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;HHFA0160;16.0;3.8125;.;2016;HHFA016;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Appendicectomie, par cœlioscopie ou par laparotomie avec préparation par cœlioscopie;187.89;183.22;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;HBGD0040;22.0;0.0454545454545;21;2015;HBGD004;0;ADC;Actes de chirurgie;Avulsion d'1 troisième molaire mandibulaire retenue ou à l'état de germe;83.6;83.6;;;;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;95.4545454545
2A0000139;2A0000139;HKND0010;11.0;0.181818181818;.;2016;HKND001;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Destruction d'une papillomatose extensive de l'anus;70.9;57.26;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;;ZZLP0250;2192.0;0.00522565320665;2096;2017;ZZLP025;0;ADA/ADA;Actes d'anesthésie/Actes d'anesthésie;Anesthésie générale ou locorégionale complémentaire niveau 1;;;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;95.62043795619999
2A0000154;2A0000154;HAQX0050;32.0;0.9062500000000001;28;2016;HAQX005;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce d'exérèse de lèvre, de commissure labiale et/ou de muqueuse buccale;48.13;48.13;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;87.5
2B0000392;2B0000392;ZZQX2170;65.0;0.6923076923079999;46;2016;ZZQX217;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de biopsies d'une structure anatomique avec cartographie;84.69;84.69;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;70.76923076919999
2B0000392;;JGQX0010;161.0;5.69375;.;2017;JGQX001;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de fragments d'exérèse endoscopique de la prostate;75.98;75.98;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;NEQK0120;162.0;7.26712328767;.;2017;NEQK012;0;ADI;Actes d'imagerie;Radiographie de l'articulation coxofémorale selon 4 incidences ou plus;34.44;34.44;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
